order_id,customer_id,product_id,category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,request_date,return_reason,total_amount,shipping_cost,profit_margin,customer_age,customer_gender
O100222,C13060,P201924,Home,20,0.0%,1,UPI,2024-08-15,2024-08-21,South,No,,,20,5,1,55,Male
O100223,C12693,P229487,Grocery,1,0.0%,1,Credit Card,2024-05-25,2024-05-30,East,No,,,1,2,-2,20,Male
O100224,C14891,P212647,Home,434,0.0%,1,Credit Card,2025-06-26,2025-06-29,Central,Yes,2025-07-29,No longer needed,434,7,114,43,Male
O100225,C15147,P231734,Fashion,43,5.0%,1,Wallet,2024-03-05,2024-03-10,West,No,,,41,6,8,48,Female
O100226,C15739,P229018,Home,169,0.0%,1,Credit Card,2025-05-19,2025-05-26,West,No,,,169,8,39,51,Female
O100227,C13627,P221627,Toys,50,0.0%,1,Wallet,2025-07-29,2025-08-02,South,No,,,50,7,13,33,Female
O100228,C11363,P221031,Grocery,8,15.0%,2,Debit Card,2025-03-13,2025-03-18,South,No,,,14,4,-3,37,Male
O100229,C17965,P239449,Fashion,34,0.0%,1,Credit Card,2024-01-23,2024-01-27,Central,No,,,34,5,6,68,Male
O100230,C11981,P202701,Home,34,0.0%,2,Debit Card,2023-09-25,2023-09-29,North,No,,,68,6,13,63,Female
O100231,C15450,P246943,Grocery,32,0.0%,1,COD,2024-07-15,2024-07-21,South,No,,,32,4,-2,40,Female
O100232,C11663,P242890,Electronics,389,0.0%,1,COD,2024-03-29,2024-04-02,North,No,,,389,8,39,52,Male
O100233,C11529,P249573,Toys,6,0.0%,1,Debit Card,2024-04-14,2024-04-17,North,No,,,6,3,-1,52,Other
O100234,C12038,P216719,Home,118,10.0%,2,COD,2024-09-18,2024-09-22,South,No,,,212,9,50,46,Female
O100235,C17515,P209718,Home,62,15.0%,3,UPI,2025-06-26,2025-06-29,North,No,,,159,9,36,55,Male
O100236,C15592,P200056,Home,31,0.0%,1,Credit Card,2024-12-09,2024-12-14,West,No,,,31,6,2,24,Female
O100237,C13302,P246741,Home,36,5.0%,1,COD,2025-04-16,2025-04-20,North,No,,,35,4,5,58,Male
O100238,C12237,P215352,Sports,91,5.0%,1,Debit Card,2023-10-10,2023-10-15,West,No,,,86,7,19,35,Male
O100239,C17392,P247820,Grocery,12,5.0%,1,Credit Card,2024-10-26,2024-11-01,West,No,,,11,5,-4,24,Female
O100240,C15504,P203147,Home,215,0.0%,1,Credit Card,2024-07-17,2024-07-24,East,No,,,215,8,53,40,Female
O100241,C15496,P203537,Toys,8,5.0%,4,Credit Card,2024-09-20,2024-09-25,South,No,,,29,6,5,64,Male
O100242,C11306,P222812,Sports,253,15.0%,1,Debit Card,2025-09-03,2025-09-06,Central,No,,,215,10,55,32,Male
O100243,C14029,P200721,Fashion,41,0.0%,1,Debit Card,2025-06-17,2025-06-21,Central,No,,,41,5,10,35,Male
O100244,C16776,P245037,Beauty,9,0.0%,1,Credit Card,2025-01-12,2025-01-16,West,No,,,9,3,1,31,Female
O100245,C12675,P216769,Sports,62,15.0%,1,COD,2025-06-22,2025-06-26,West,No,,,53,8,8,63,Female
O100246,C15068,P240194,Electronics,885,5.0%,3,Wallet,2024-01-07,2024-01-13,West,No,,,2522,13,290,30,Male
O100247,C15864,P246556,Home,96,0.0%,1,Credit Card,2024-03-02,2024-03-06,West,No,,,96,9,18,51,Female
O100248,C11282,P246775,Grocery,28,10.0%,1,Credit Card,2025-06-25,2025-06-29,Central,No,,,26,5,-3,32,Male
O100249,C17526,P243847,Beauty,7,0.0%,1,Debit Card,2025-04-15,2025-04-18,North,No,,,7,2,1,48,Male
O100250,C10709,P214346,Fashion,126,10.0%,1,Debit Card,2024-02-13,2024-02-17,West,No,,,113,8,32,65,Female
O100251,C15575,P239883,Fashion,33,0.0%,4,PayPal,2024-11-12,2024-11-15,North,No,,,131,7,39,66,Male
O100252,C15530,P210911,Fashion,140,0.0%,1,Wallet,2024-09-06,2024-09-11,East,Yes,2024-09-21,Not as described,140,8,42,56,Female
O100253,C14744,P200259,Home,275,5.0%,1,PayPal,2023-09-25,2023-09-29,North,No,,,261,9,64,24,Female
O100254,C14413,P220872,Fashion,58,0.0%,2,Credit Card,2025-02-09,2025-02-15,East,No,,,116,7,34,55,Female
O100255,C13748,P208791,Electronics,413,0.0%,1,PayPal,2024-08-30,2024-09-03,South,No,,,413,9,41,20,Female
O100256,C17392,P207536,Home,41,0.0%,1,COD,2024-09-11,2024-09-16,West,No,,,41,4,7,63,Female
O100257,C17986,P220432,Beauty,26,0.0%,1,PayPal,2023-12-01,2023-12-05,Central,No,,,26,6,5,49,Male
O100258,C15353,P232750,Electronics,309,5.0%,1,COD,2024-02-27,2024-03-05,East,No,,,294,9,26,50,Female
O100259,C14779,P241715,Electronics,182,0.0%,1,Debit Card,2024-08-08,2024-08-12,South,No,,,182,8,14,40,Male
O100260,C10663,P244537,Electronics,279,15.0%,1,Credit Card,2024-09-18,2024-09-24,East,No,,,237,7,22,39,Other
O100261,C11998,P219541,Fashion,135,0.0%,1,COD,2024-02-28,2024-03-06,East,No,,,135,8,40,27,Male
O100262,C17994,P243718,Fashion,5,10.0%,1,Debit Card,2024-01-15,2024-01-20,West,No,,,5,1,0,26,Male
O100263,C13445,P216860,Beauty,16,0.0%,1,Credit Card,2024-01-05,2024-01-13,East,No,,,16,5,2,41,Female
O100264,C13743,P205283,Home,63,0.0%,1,Credit Card,2023-11-26,2023-12-03,East,No,,,63,6,12,65,Male
O100265,C15727,P230743,Fashion,165,20.0%,1,Credit Card,2023-10-10,2023-10-14,North,No,,,132,6,40,49,Male
O100266,C11495,P242559,Toys,74,0.0%,1,Wallet,2023-11-16,2023-11-20,West,No,,,74,6,23,31,Male
O100267,C13304,P235127,Home,126,0.0%,1,Debit Card,2025-02-04,2025-02-09,East,No,,,126,5,30,50,Female
O100268,C13763,P207405,Electronics,310,0.0%,1,UPI,2024-08-15,2024-08-20,East,No,,,310,8,29,20,Female
O100269,C15232,P231181,Fashion,120,0.0%,1,Debit Card,2023-12-04,2023-12-10,South,Yes,2023-12-12,Missing/Wrong item,120,6,36,60,Female
O100270,C11853,P232205,Grocery,1,0.0%,1,COD,2025-04-29,2025-05-04,East,No,,,1,1,-1,53,Male
O100271,C15616,P224408,Grocery,12,15.0%,1,COD,2025-03-12,2025-03-17,South,No,,,10,5,-4,38,Male
O100272,C16585,P217645,Fashion,6,15.0%,1,Credit Card,2025-03-26,2025-03-30,North,No,,,5,3,-1,50,Female
O100273,C14659,P247125,Electronics,1170,5.0%,1,Debit Card,2024-12-18,2024-12-22,Central,No,,,1112,11,122,32,Male
O100274,C11291,P206323,Home,61,0.0%,1,Debit Card,2024-12-21,2024-12-26,North,No,,,61,6,12,52,Male
O100275,C13581,P205937,Home,107,5.0%,1,Wallet,2025-08-04,2025-08-09,South,No,,,102,7,21,55,Female
O100276,C17974,P243798,Home,81,20.0%,1,Wallet,2025-03-09,2025-03-13,North,No,,,65,7,11,19,Female
O100277,C13457,P230431,Beauty,58,15.0%,1,Credit Card,2025-02-25,2025-03-03,East,No,,,49,6,17,44,Male
O100278,C17554,P217882,Fashion,428,0.0%,1,Debit Card,2024-02-14,2024-02-22,East,No,,,428,10,140,39,Male
O100279,C17280,P225324,Electronics,73,10.0%,2,Credit Card,2024-06-28,2024-07-03,West,No,,,131,6,9,24,Female
O100280,C11636,P213003,Beauty,35,10.0%,1,UPI,2025-08-05,2025-08-10,North,No,,,32,5,9,55,Male
O100281,C13696,P243346,Grocery,7,15.0%,2,Credit Card,2025-01-30,2025-02-03,South,No,,,12,5,-4,61,Male
O100282,C12999,P225106,Electronics,99,0.0%,2,Debit Card,2023-09-30,2023-10-04,North,No,,,197,9,15,48,Male
O100283,C13152,P212979,Sports,61,10.0%,1,COD,2023-12-01,2023-12-06,North,No,,,55,7,10,41,Female
O100284,C10698,P234977,Home,838,0.0%,1,Credit Card,2025-03-14,2025-03-19,North,No,,,838,11,224,62,Female
O100285,C12160,P244828,Fashion,27,0.0%,1,Debit Card,2024-09-13,2024-09-18,South,No,,,27,4,6,60,Male
O100286,C14097,P207228,Toys,8,0.0%,1,Credit Card,2023-11-18,2023-11-25,East,No,,,8,1,2,65,Female
O100287,C14737,P209300,Home,256,10.0%,1,Debit Card,2024-01-10,2024-01-14,Central,No,,,231,7,58,49,Male
O100288,C16363,P208681,Beauty,53,0.0%,2,Debit Card,2024-09-16,2024-09-22,South,No,,,105,6,41,24,Female
O100289,C15685,P240964,Home,64,0.0%,1,COD,2025-04-05,2025-04-10,South,No,,,64,6,12,23,Male
O100290,C10854,P208267,Electronics,165,20.0%,1,Credit Card,2025-08-17,2025-08-22,South,Yes,2025-09-03,Missing/Wrong item,132,7,9,52,Male
O100291,C15855,P205372,Beauty,29,0.0%,1,Credit Card,2024-08-01,2024-08-07,North,No,,,29,5,8,32,Male
O100292,C17392,P238918,Home,40,10.0%,2,Credit Card,2024-01-07,2024-01-12,East,No,,,72,6,15,62,Male
O100293,C16528,P210920,Electronics,265,0.0%,3,PayPal,2024-12-18,2024-12-23,East,No,,,795,8,87,26,Female
O100294,C13474,P248769,Beauty,7,10.0%,1,Debit Card,2024-11-23,2024-11-29,East,No,,,6,4,-2,39,Female
O100295,C15757,P216856,Electronics,168,5.0%,3,Wallet,2023-12-02,2023-12-08,South,No,,,479,10,48,23,Male
O100296,C15249,P227785,Fashion,22,0.0%,2,Debit Card,2024-08-25,2024-08-29,North,No,,,45,6,10,29,Female
O100297,C15172,P247915,Toys,25,0.0%,1,Wallet,2025-08-25,2025-08-29,West,Yes,2025-09-22,Defective,25,5,6,67,Female
O100298,C11707,P217221,Electronics,158,0.0%,1,UPI,2024-05-29,2024-06-01,North,No,,,158,7,12,59,Female
O100299,C12777,P225178,Sports,235,5.0%,1,COD,2024-08-13,2024-08-17,North,No,,,223,8,59,62,Male
O100300,C15791,P233954,Grocery,55,15.0%,1,UPI,2025-05-31,2025-06-03,North,No,,,46,6,-3,28,Male
O100301,C11733,P206461,Electronics,77,5.0%,1,Debit Card,2024-02-19,2024-02-24,West,No,,,74,7,2,25,Female
O100302,C15535,P217865,Home,77,0.0%,1,Credit Card,2025-01-16,2025-01-19,Central,No,,,77,5,17,36,Female
O100303,C16390,P244232,Beauty,12,0.0%,1,Credit Card,2024-08-04,2024-08-08,North,No,,,12,3,3,52,Female
O100304,C14931,P214052,Home,67,0.0%,4,Credit Card,2025-07-09,2025-07-13,West,No,,,268,9,66,38,Female
O100305,C13510,P230370,Beauty,11,0.0%,1,Debit Card,2024-11-14,2024-11-18,Central,No,,,11,4,1,18,Male
O100306,C10202,P207332,Home,74,10.0%,1,Debit Card,2025-07-14,2025-07-17,Central,No,,,66,7,12,20,Female
O100307,C13255,P249383,Electronics,100,10.0%,1,UPI,2024-01-04,2024-01-08,South,No,,,90,7,4,68,Female
O100308,C14218,P200327,Electronics,157,10.0%,1,Credit Card,2024-06-03,2024-06-10,East,No,,,141,8,9,20,Male
O100309,C14496,P222765,Sports,145,10.0%,1,UPI,2024-12-21,2024-12-27,East,No,,,131,9,30,23,Female
O100310,C10766,P205239,Fashion,26,0.0%,1,Wallet,2024-03-30,2024-04-03,Central,No,,,26,5,4,39,Male
O100311,C14389,P210078,Toys,7,0.0%,1,PayPal,2023-12-08,2023-12-14,East,No,,,7,5,-2,50,Female
O100312,C12327,P207038,Sports,21,0.0%,1,COD,2024-01-06,2024-01-14,South,No,,,21,4,2,68,Male
O100313,C12931,P208048,Electronics,189,5.0%,2,Debit Card,2025-06-24,2025-06-27,North,No,,,359,9,34,27,Male
O100314,C17777,P228671,Fashion,56,0.0%,1,UPI,2024-02-11,2024-02-15,Central,No,,,56,7,12,39,Male
O100315,C10197,P214954,Fashion,19,0.0%,3,UPI,2025-08-09,2025-08-13,Central,No,,,58,6,15,18,Male
O100316,C17125,P235065,Beauty,16,20.0%,1,PayPal,2023-12-08,2023-12-15,West,No,,,13,5,1,56,Female
O100317,C11930,P245471,Toys,62,0.0%,2,Credit Card,2025-08-25,2025-09-01,Central,No,,,124,6,43,60,Male
O100318,C13582,P202779,Electronics,311,0.0%,1,Credit Card,2024-11-19,2024-11-23,North,No,,,311,10,28,36,Female
O100319,C16895,P246474,Fashion,42,0.0%,1,Credit Card,2025-07-10,2025-07-16,East,No,,,42,5,10,34,Female
O100320,C16287,P213225,Home,79,0.0%,1,Credit Card,2025-03-10,2025-03-15,West,No,,,79,6,16,20,Female
O100321,C10608,P240086,Fashion,45,0.0%,2,Debit Card,2025-09-07,2025-09-11,North,No,,,90,7,25,58,Male
O100322,C13272,P232541,Beauty,105,20.0%,2,Credit Card,2023-10-08,2023-10-13,South,No,,,168,9,66,34,Female
O100323,C11147,P219720,Home,49,5.0%,1,Credit Card,2024-07-15,2024-07-20,East,No,,,46,6,7,65,Male
O100324,C14282,P213531,Fashion,145,5.0%,1,Credit Card,2024-02-14,2024-02-19,Central,Yes,2024-02-22,Not as described,138,7,41,19,Male
O100325,C13397,P205335,Home,31,15.0%,1,Credit Card,2023-11-26,2023-12-01,East,No,,,27,6,1,51,Female
O100326,C12511,P209530,Fashion,11,0.0%,3,UPI,2024-02-03,2024-02-06,North,No,,,32,5,6,23,Female
O100327,C17516,P224791,Fashion,57,0.0%,1,Credit Card,2024-08-23,2024-08-28,South,No,,,57,5,15,50,Male
O100328,C11794,P240270,Fashion,19,15.0%,3,UPI,2023-12-07,2023-12-13,East,No,,,49,6,11,48,Female
O100329,C10659,P201649,Beauty,17,0.0%,1,PayPal,2024-03-23,2024-03-28,South,No,,,17,3,5,36,Female
O100330,C12811,P213472,Home,182,10.0%,5,Wallet,2024-10-11,2024-10-16,North,No,,,820,10,220,69,Female
O100331,C17098,P202862,Fashion,43,0.0%,1,Credit Card,2025-05-17,2025-05-21,North,No,,,43,5,10,58,Male
O100332,C16051,P225185,Electronics,54,0.0%,1,Credit Card,2024-08-19,2024-08-24,East,No,,,54,5,2,43,Male
O100333,C16546,P227134,Electronics,169,0.0%,1,Debit Card,2024-02-15,2024-02-22,South,No,,,169,6,14,22,Male
O100334,C11369,P200917,Electronics,72,0.0%,5,Credit Card,2023-10-11,2023-10-15,South,No,,,359,8,35,31,Male
O100335,C11986,P212444,Home,353,5.0%,1,Debit Card,2024-08-10,2024-08-14,Central,No,,,335,8,86,35,Male
O100336,C15630,P241121,Fashion,83,15.0%,2,COD,2023-10-05,2023-10-09,North,No,,,141,8,41,43,Male
O100337,C10146,P220521,Home,553,0.0%,1,Wallet,2023-09-24,2023-09-28,West,No,,,553,10,145,68,Female
O100338,C13219,P238217,Fashion,111,0.0%,1,COD,2024-07-08,2024-07-12,West,No,,,111,6,33,58,Female
O100339,C12911,P222066,Beauty,19,0.0%,3,COD,2025-02-11,2025-02-16,West,No,,,56,7,19,61,Female
O100340,C11734,P202811,Sports,221,0.0%,1,COD,2025-01-31,2025-02-06,West,No,,,221,9,57,27,Female
O100341,C11843,P236189,Home,157,0.0%,1,Wallet,2025-02-27,2025-03-04,West,No,,,157,7,37,58,Male
O100342,C10488,P209290,Electronics,292,10.0%,1,Debit Card,2024-08-10,2024-08-14,West,Yes,2024-09-13,Defective,262,7,24,37,Male
O100343,C12976,P235489,Electronics,200,10.0%,2,COD,2025-07-31,2025-08-04,West,No,,,361,8,35,47,Male
O100344,C11959,P227284,Fashion,61,10.0%,1,Debit Card,2024-04-25,2024-04-28,North,No,,,55,9,11,40,Male
O100345,C15759,P224698,Home,127,0.0%,2,UPI,2024-10-09,2024-10-12,North,No,,,255,9,62,61,Female
O100346,C16694,P243660,Electronics,360,0.0%,2,Credit Card,2024-07-02,2024-07-07,South,No,,,719,11,76,36,Female
O100347,C12385,P219637,Fashion,30,0.0%,1,Credit Card,2024-09-14,2024-09-17,North,No,,,30,4,6,48,Male
O100348,C12919,P248024,Grocery,19,10.0%,1,Credit Card,2024-12-25,2024-12-30,East,No,,,17,6,-4,61,Female
O100349,C14736,P233556,Electronics,78,0.0%,1,PayPal,2025-01-12,2025-01-17,South,No,,,78,7,2,29,Female
O100350,C11802,P216640,Grocery,18,0.0%,1,Credit Card,2025-09-02,2025-09-05,North,No,,,18,4,-3,40,Male
O100351,C16616,P204025,Toys,28,0.0%,1,PayPal,2025-03-13,2025-03-18,South,No,,,28,5,6,29,Female
O100352,C16065,P231476,Toys,16,0.0%,1,Debit Card,2024-03-04,2024-03-07,Central,No,,,16,4,2,42,Male
O100353,C16294,P206741,Toys,8,0.0%,1,COD,2024-10-01,2024-10-06,South,No,,,8,4,-1,37,Male
O100354,C15534,P203654,Electronics,288,0.0%,1,Debit Card,2024-11-13,2024-11-17,West,No,,,288,8,27,30,Female
O100355,C14061,P246348,Electronics,93,0.0%,1,Debit Card,2024-11-16,2024-11-20,West,No,,,93,6,5,20,Male
O100356,C13369,P240428,Electronics,159,0.0%,1,Credit Card,2024-01-21,2024-01-25,Central,No,,,159,7,12,44,Male
O100357,C15730,P236019,Electronics,228,10.0%,1,Debit Card,2025-05-19,2025-05-25,South,No,,,205,9,16,19,Female
O100358,C10262,P238036,Fashion,60,0.0%,1,Credit Card,2025-02-09,2025-02-15,North,No,,,60,7,14,23,Female
O100359,C15883,P244549,Toys,6,5.0%,1,UPI,2024-06-29,2024-07-03,North,No,,,6,4,-1,30,Other
O100360,C16287,P229843,Fashion,13,15.0%,1,UPI,2025-04-28,2025-05-02,North,No,,,11,4,0,25,Male
O100361,C16489,P223560,Fashion,51,0.0%,3,COD,2025-03-04,2025-03-10,East,No,,,153,6,47,26,Male
O100362,C10623,P246257,Sports,122,0.0%,2,Credit Card,2024-12-30,2025-01-05,East,No,,,244,8,66,67,Male
O100363,C11016,P247899,Electronics,78,5.0%,1,UPI,2024-05-22,2024-05-27,East,No,,,74,6,2,69,Male
O100364,C13643,P240330,Home,14,5.0%,1,UPI,2025-05-08,2025-05-14,South,No,,,14,4,-1,18,Female
O100365,C14976,P215987,Fashion,13,0.0%,1,COD,2023-09-28,2023-10-04,South,No,,,13,4,1,29,Female
O100366,C12049,P220810,Toys,47,0.0%,1,Debit Card,2025-06-26,2025-07-02,South,No,,,47,4,15,53,Female
O100367,C17040,P220311,Home,157,10.0%,3,PayPal,2023-12-20,2023-12-24,West,No,,,424,7,111,39,Female
O100368,C15423,P247159,Sports,260,0.0%,1,COD,2025-08-20,2025-08-25,Central,Yes,2025-09-10,No longer needed,260,8,70,52,Female
O100369,C16397,P234920,Electronics,405,0.0%,1,Credit Card,2025-01-10,2025-01-16,East,No,,,405,9,40,41,Male
O100370,C13723,P208738,Grocery,45,15.0%,1,Credit Card,2025-05-13,2025-05-20,East,No,,,38,4,-1,52,Female
O100371,C14548,P207888,Fashion,33,0.0%,1,Debit Card,2025-01-12,2025-01-17,North,No,,,33,5,6,67,Male
O100372,C13108,P242864,Sports,100,5.0%,2,Debit Card,2025-04-26,2025-05-02,East,No,,,190,7,50,58,Female
O100373,C15279,P205474,Grocery,13,5.0%,1,Credit Card,2024-07-31,2024-08-05,West,No,,,12,5,-4,67,Female
O100374,C14090,P200488,Home,10,0.0%,1,Credit Card,2024-05-10,2024-05-15,South,No,,,10,4,-1,28,Male
O100375,C17158,P224144,Home,14,0.0%,2,Credit Card,2025-08-19,2025-08-24,East,No,,,27,4,4,57,Female
O100376,C12056,P205622,Electronics,101,10.0%,1,UPI,2025-01-08,2025-01-13,South,No,,,91,7,4,38,Female
O100377,C17400,P231830,Home,104,0.0%,1,Credit Card,2025-06-17,2025-06-22,East,No,,,104,8,22,45,Male
O100378,C13170,P236542,Toys,13,20.0%,1,PayPal,2025-06-28,2025-07-01,North,No,,,10,4,0,66,Female
O100379,C11682,P239214,Electronics,302,5.0%,1,Debit Card,2024-03-09,2024-03-15,East,No,,,287,9,25,42,Female
O100380,C16959,P227648,Grocery,22,10.0%,1,Wallet,2024-04-17,2024-04-23,South,No,,,20,4,-3,69,Male
O100381,C12255,P232697,Sports,180,10.0%,2,Debit Card,2025-05-29,2025-06-03,West,No,,,324,9,88,39,Other
O100382,C11154,P225223,Home,507,20.0%,1,UPI,2024-08-24,2024-08-30,East,No,,,405,10,103,69,Male
O100383,C14499,P221865,Beauty,23,0.0%,1,Credit Card,2025-08-17,2025-08-21,South,No,,,23,5,6,65,Male
O100384,C16295,P208572,Electronics,189,0.0%,1,Credit Card,2025-07-16,2025-07-22,South,No,,,189,10,13,24,Female
O100385,C16197,P240601,Fashion,23,0.0%,1,UPI,2023-11-09,2023-11-14,North,No,,,23,6,2,57,Male
O100386,C13191,P243026,Fashion,25,0.0%,2,COD,2024-06-25,2024-06-29,North,No,,,51,5,13,42,Female
O100387,C11696,P223501,Home,62,0.0%,1,COD,2024-04-22,2024-04-26,North,No,,,62,7,10,29,Male
O100388,C13991,P226866,Grocery,8,0.0%,4,Credit Card,2024-01-20,2024-01-24,Central,No,,,30,6,-3,33,Male
O100389,C14723,P212416,Home,20,15.0%,1,Debit Card,2025-09-01,2025-09-05,South,No,,,17,5,0,35,Other
O100390,C14682,P225775,Beauty,28,0.0%,3,Credit Card,2025-01-24,2025-01-29,South,No,,,83,7,30,35,Male
O100391,C11648,P229080,Electronics,323,15.0%,1,UPI,2024-04-13,2024-04-18,North,No,,,274,11,22,47,Male
O100392,C15539,P204887,Sports,71,0.0%,1,Credit Card,2024-11-13,2024-11-18,West,No,,,71,5,16,29,Male
O100393,C11445,P219374,Beauty,5,0.0%,1,Credit Card,2023-12-06,2023-12-12,West,No,,,5,2,1,48,Male
O100394,C14199,P216605,Home,23,0.0%,1,Wallet,2024-09-06,2024-09-11,East,Yes,2024-09-29,No longer needed,23,4,3,24,Female
O100395,C13923,P215684,Grocery,11,0.0%,1,Credit Card,2024-02-19,2024-02-24,South,No,,,11,5,-4,42,Female
O100396,C10253,P224002,Grocery,1,5.0%,2,COD,2024-07-22,2024-07-25,Central,No,,,3,2,-2,37,Female
O100397,C17394,P226015,Sports,137,0.0%,2,Wallet,2024-12-26,2025-01-01,West,No,,,274,10,73,36,Male
O100398,C13183,P222972,Grocery,68,0.0%,4,Wallet,2025-06-18,2025-06-21,North,No,,,272,10,12,21,Female
O100399,C12557,P200617,Beauty,25,30.0%,3,Credit Card,2024-09-07,2024-09-11,South,No,,,53,7,16,41,Female
O100400,C15592,P246404,Toys,27,20.0%,1,Debit Card,2025-04-06,2025-04-11,East,No,,,22,4,4,34,Female
O100401,C10098,P235338,Home,86,0.0%,1,Debit Card,2025-01-07,2025-01-11,Central,No,,,86,7,17,26,Female
O100402,C12200,P206309,Electronics,408,0.0%,1,Credit Card,2025-06-12,2025-06-17,East,No,,,408,9,40,28,Female
O100403,C15980,P219139,Grocery,15,0.0%,1,Debit Card,2024-09-15,2024-09-18,North,No,,,15,3,-2,21,Male
O100404,C12961,P202790,Electronics,615,0.0%,2,PayPal,2024-11-05,2024-11-09,North,No,,,1230,10,138,33,Male
O100405,C16015,P207826,Fashion,66,5.0%,1,COD,2025-07-23,2025-07-27,Central,No,,,63,5,17,55,Male
O100406,C14973,P212134,Electronics,499,5.0%,1,Debit Card,2023-11-30,2023-12-05,East,No,,,474,8,49,60,Male
O100407,C14433,P219693,Fashion,45,0.0%,1,UPI,2024-03-19,2024-03-26,South,No,,,45,6,10,67,Female
O100408,C13777,P204054,Fashion,38,20.0%,1,Credit Card,2024-11-13,2024-11-18,South,No,,,30,5,6,35,Female
O100409,C12869,P216090,Beauty,18,0.0%,1,Credit Card,2025-04-09,2025-04-14,North,No,,,18,5,3,33,Male
O100410,C13234,P223808,Grocery,8,15.0%,1,PayPal,2024-11-17,2024-11-21,West,No,,,6,3,-3,32,Female
O100411,C13791,P240449,Electronics,151,5.0%,1,Credit Card,2024-11-24,2024-11-29,West,No,,,143,7,10,55,Male
O100412,C10956,P215569,Toys,3,0.0%,2,UPI,2023-10-22,2023-10-27,North,No,,,5,3,-1,64,Male
O100413,C15800,P232227,Electronics,411,0.0%,1,UPI,2025-02-26,2025-03-02,North,No,,,411,9,40,29,Male
O100414,C14067,P206508,Electronics,801,5.0%,1,Debit Card,2025-02-01,2025-02-09,North,No,,,761,10,81,29,Female
O100415,C10160,P216608,Beauty,68,0.0%,1,Wallet,2024-12-04,2024-12-07,North,Yes,2024-12-23,Not as described,68,6,25,69,Male
O100416,C15699,P223523,Toys,19,0.0%,1,UPI,2024-04-18,2024-04-24,East,No,,,19,5,2,42,Female
O100417,C16944,P210433,Electronics,82,0.0%,2,PayPal,2023-10-31,2023-11-05,East,No,,,164,9,10,34,Female
O100418,C14493,P231939,Fashion,109,15.0%,1,Credit Card,2023-10-31,2023-11-05,West,No,,,92,6,26,57,Female
O100419,C11300,P245112,Electronics,498,5.0%,1,Debit Card,2024-06-20,2024-06-24,South,No,,,473,10,46,31,Female
O100420,C14911,P224520,Grocery,5,5.0%,1,COD,2025-07-12,2025-07-15,North,No,,,5,0,0,19,Male
O100421,C13987,P211888,Fashion,85,0.0%,1,UPI,2025-05-25,2025-05-31,East,No,,,85,5,24,68,Female
O100422,C11527,P230932,Home,94,0.0%,1,Debit Card,2024-03-15,2024-03-18,Central,No,,,94,7,20,36,Female
O100423,C16015,P219734,Grocery,30,0.0%,3,Debit Card,2024-12-13,2024-12-16,North,No,,,89,7,0,31,Female
O100424,C15511,P203827,Beauty,10,20.0%,2,Debit Card,2024-11-19,2024-11-22,Central,No,,,16,4,4,62,Male
O100425,C15254,P216257,Grocery,22,5.0%,1,Credit Card,2024-09-07,2024-09-11,Central,No,,,21,4,-3,28,Male
O100426,C11218,P232194,Grocery,17,0.0%,1,Debit Card,2024-12-31,2025-01-06,South,No,,,17,5,-4,61,Female
O100427,C14496,P231318,Home,12,20.0%,3,COD,2024-09-07,2024-09-16,East,Yes,2024-10-05,Slow delivery,29,4,4,54,Female
O100428,C14735,P216793,Beauty,23,10.0%,3,Debit Card,2024-11-08,2024-11-13,South,No,,,63,6,22,65,Female
O100429,C13104,P234684,Fashion,67,15.0%,3,COD,2024-03-29,2024-04-03,West,No,,,170,7,53,57,Female
O100430,C12735,P228014,Grocery,3,0.0%,1,Credit Card,2024-12-08,2024-12-13,South,No,,,3,3,-3,62,Male
O100431,C14555,P202859,Fashion,42,15.0%,1,Credit Card,2025-04-05,2025-04-10,South,No,,,36,6,6,45,Male
O100432,C10954,P239840,Toys,9,0.0%,1,Debit Card,2024-12-30,2025-01-03,South,No,,,9,3,0,19,Female
O100433,C14565,P231856,Fashion,64,10.0%,1,Debit Card,2025-05-22,2025-05-27,West,No,,,57,8,12,52,Female
O100434,C13446,P248291,Fashion,43,5.0%,1,PayPal,2023-10-13,2023-10-18,East,No,,,41,6,9,57,Female
O100435,C11045,P234819,Electronics,366,20.0%,2,COD,2025-08-16,2025-08-20,West,Yes,2025-08-21,Not as described,585,9,61,39,Male
O100436,C16893,P220085,Beauty,5,0.0%,2,Credit Card,2025-03-18,2025-03-22,South,No,,,10,5,0,58,Female
O100437,C11693,P208214,Fashion,12,0.0%,1,UPI,2024-11-13,2024-11-17,South,No,,,12,3,1,30,Female
O100438,C16181,P235736,Electronics,311,5.0%,2,Credit Card,2024-03-16,2024-03-20,North,No,,,591,10,61,64,Male
O100439,C16373,P241704,Fashion,15,30.0%,1,UPI,2025-09-06,2025-09-10,South,No,,,10,4,-1,62,Male
